rating,reviews,sentiment,Subjectivity,Polarity,Analysis,target
5.0,"amazing (bt) headphonesthe medium could loaded. so , important thing attracts buy headphone design that's much mind-blowing headphone price range , i get rockerz 1000 sale ... let's talk imp. point wanna know ..pros:-1.bass ( 5/5 )2.tereble ( 5/5 )3.build quality ( 4/5 )note :- it's depend u r using product whether roughly nicely.. u use wisely there's issue build quality.4. look ( 5/5 ) black & golden fit better one.5.mic ( 4/5)note:- there's noise cancellation i thought , bit lower others hear call also manage-able not huge issue6.bluetooth range ( 5/5 )no problem range good compared others ..cons :-1.aux cable ( 2/5 )note :- it's thin u purchase new one aftermarket hardly cost u around 30 40 if u purchase a good one .2.usb cable ( 2/5 )note :- same issue like aux one , also thin , ok adjust price range .... also i mentioned clicked photo u check assure youself ...i bought online class listening song daily basis most youtube channel say ""the bass upto mark "" i think u try really u issue , both (ears) start vibrating bass.. feel awesome.. according perspective i give ( 4.5/5 )go amazing rockerz 370.. u think review help u gain perfect knowledge headphone plzz like it.",0.2799242424242424,0.6097902097902097,0.2799242424242424,Positive,2
5.0,very nice soundboat rocker 310 perhaps best sounding product r 1200. it's treble bass volume function good. the curved bar soft padded covered leather. once charged used 5 6 hour bluetooth connectivity mode. aux cable micro usb cable provided asseccory packing box. a good choice buy.,0.5216666666666666,0.5583333333333335,0.5216666666666666,Positive,2
1.0,"useless headphones.poor basic headphones. highly overpriced. sound normal, special bass noise cancellation. build look cheap basic. button strudy. unnecessarily big. doe look durable. initial reaction - very bad. amazon return electronics unsatisifed, option replace. no use like product itself.",-0.00773809523809522,0.3981746031746032,-0.00773809523809522,Negative,0
1.0,"broke 3 month won’t return warranty periodproduct broke 3 month usage.not happy.i claimed return waiting response boat team.though i called customer service said issue complaint one band broken,they said cannot help physical damage.guys i problem audio break soon.i don’t think i going get return product i suggest go different product",-0.09999999999999999,0.3142857142857143,-0.09999999999999999,Negative,0
1.0,"not worth price productno voice cancellation product, cost, worth product, boat company good headset, manufacturing product loose brand image market",0.19326923076923075,0.2673076923076923,0.19326923076923075,Positive,2
1.0,not goodmy ear head stared paining. it's uncomfortable bass also good. the sound also bursts.,0.11249999999999999,0.625,0.11249999999999999,Positive,2
4.0,pro consi would like start pro sound good battery life also goodnow con's can't use summer heat ear can't use long time hurt ear overall i say good product i can't use summer hurting ear,0.35,0.4,0.35,Positive,2
5.0,"it's goodafter reading review people really like people loved it, i got really skeptical. i probably cancel order. but i got anyways it's good. it fit ear perfectly, pain even hour usage. the sound loud enough enough bass also really good theater effect. kinda make look like gamer girl gonna lie lmao. but, anyways. so far experience good. and yes might little delicate headphone not??? just buy guy fall bad review headset beautiful!!!",0.2506578947368421,0.656140350877193,0.2506578947368421,Positive,2
5.0,ok supersuper mind blowing,0.5,0.5,0.5,Positive,2
2.0,"bad product i wish i could give 0 star itthis product poor built quality voice cancellation first i ordered pretty well started giving problem week problem connectiveti bluetooth call would automatically end call . it good gameing . it poor noise cancellation fataliti . after week broke stretching i wereing use poor quality buying good le use start creating problem average sound quality.it good meeting ,classes, gameing bad quality recommended buy product bad noise cancellation facility bad build quality buy product .very bad product stretching break build quality bad noise cancellation facility auxillary work well i recommend buy product",-0.15937499999999993,0.6083333333333333,-0.15937499999999993,Negative,0
2.0,problem itthe headphone kinda good term audio quality battery backup.......but build quality headphone great one i ordered broke like shown photo happened close time i actually ordered started using it........i used headphone i would used headphone headphone came apart🤷‍,0.5,0.4833333333333334,0.5,Positive,2
5.0,"sound quality crystal clear [hd] (high definition)the medium could loaded. pro (advantages)*sound quality better boat rockerz 450*crystal clear sound*80% charged arrived* no latency*bluthoot 5*heaven like sound quality*upto 10m range*battery backup 12 hour continuous use*comfortable soft cushions*connect easily devices* aux cable usb cable inside box* free sticker boat*packaging soo good*1 year warranty waranty cardcons:*built quality plastic made use carefully may break*in aux cable sound quality little bit low bluthoot sound quality like heaven*it noise cancellation featureoverall id budget 1000then definitely definitely definitely buy , also wireless sound sooo good crystal clear, high definition , sound like heaven i recommended buy product",0.24329166666666663,0.5006666666666666,0.24329166666666663,Positive,2
3.0,"sound quality is great, build quality poor!sound good good hearing bluetooth too, connected mobile / laptop. but 2 major issue i experienced:1. cannot use bluetooth making calls, attending meeting i need speak. the receiver able hear voice even though i kept volume maximum. so i forced use wired connection mic pickup voice make audible side.2. the build quality - bought april 2021. the headset broke 10 day back, making unusable. this first time product like headset broke [see photo] within 6 month usage. i could used 200 hour maximum. don't know covered 1 year warranty boat promised. now i bought another headset another brand. actually disappointed boat issues.",0.23625,0.4758333333333334,0.23625,Positive,2
2.0,poor ergonomicsbought almost 4 month ago.works fine using aux cable. but bt mode music kinda fluctuates low volumes.( either left right cut cut offs)had increase volume music start playing again.not happy sits head.might look good ergonomics poor.the build alos satisfying.already many hairline cracks.,0.287797619047619,0.5044642857142858,0.287797619047619,Positive,2
4.0,bluetooth connectivitysound quality doubt good point becoz boat company feel bluetooth connectivity little bit pathetic sometimes connect anybody else's phone make sure tht u ur phone near 2 u otherwise there's glitch i heard google dangerous due ray i'll recommend u charge even 90 % battery becoz glitch start occur otherwise yes fall that's good point 2 me. overall since 2 month usage good i keep box usage i got reasonable price grrt fr !,0.0943181818181818,0.5876262626262626,0.0943181818181818,Positive,2
1.0,"disappointed ,duplicate productdon’t purchase boat headphone amazon, duplicate product,there number started r printed head band ,not present product..side determination l/r mentioned metallic bar head band,no boat logo printed apex head band,lastly poor quality sound bass,quality cushion ear cup cheap material.after returning i purchased model myntra,where point i mentioned satisfied me…dont purchase any boat product from amazon",0.025000000000000022,0.5750000000000001,0.025000000000000022,Positive,2
5.0,"battery lifei using earphone 4 month now, sure first i fairly satisfied . here honest pro con earphone.pros:1. battery: i can't express much i satisfied it, the packaging say 12 hr runtime ,but clearly give 20 hrs. i usually charge 2-3 timesa month. believe sound unbelievable true.2. sound quality : sound quality fairly clear bass also good, price expected.3. comfortable: i sure comfort first ear hurting much, but 2-3 day it beacame totally comfortable. now i wear whole day long, ear even feel itcons:1. light generic build quality, light generic, give premium feel ,and always i use cautiously feel would break2. mike bad, one hear voice mike3. if stand near wi fi router, may cause interference sound.",0.22500000000000006,0.5402777777777777,0.22500000000000006,Positive,2
5.0,"best price(999)i bought attend online class college battery life awesome charge 4-5 hour keep working week, quality sound nice long hour listening cause pain ear almost every headphone do,other best headphones, purchased 999 amazon sale big profit. thanks reading.",0.51875,0.4625,0.51875,Positive,2
1.0,just okay. not great.this product okay great.i would rated 3.5-4 star reason i rated less.reduced 1.5-2 start product quality. build quality head phone just-just average ar somewhat average average. the charging cable & jack cable bad-cheap quality.also reduced 1 star compatible many device e.g. use-case use macbook working it. i working window laptop / android phone i use head phone macbook meetings.hence 1 star.thanks,0.17499999999999996,0.44999999999999996,0.17499999999999996,Positive,2
5.0,"noise cancellation?? my son can't hear me when i'm right next to him!! :)my son say sound awesome (all-caps = excitement level!), he's 14 year old that's huge compliment amazing product. a noise cancellation, even hear i'm right next speaking directly - that's good is!the build quality excellent last quite bit longer stated time single charge. he us almost constantly i seen charging couple time week.i think attractive price point kind sound usually available premium brand like jbl bose. i also bought earpods boat i'm pretty happy well. look like brand dedicated providing best user experience possible affordable price.",0.3979166666666667,0.5869047619047619,0.3979166666666667,Positive,2
4.0,"just above average product.for price 1100 bluetooth 5, 4 star product. some flaw too. made plastic, easily degrade/break. the funtion key work bluetooth mode aux cable. ear cushion great, long hour may cause pain ears.",0.17222222222222225,0.5805555555555556,0.17222222222222225,Positive,2
3.0,"uncomfortable, pain earsi using headphone last 2 days, here's experience -1. i got one 13992. battery capacity really good, 10+ hrs3. sound quality good4. bluetooth connectivity good5. the biggest problem ear cushions, they're really tight , can't wear continuously even hour",0.08428571428571427,0.4704761904761905,0.08428571428571427,Positive,2
5.0,"it works• good sound quality, vocal crystal clear. nice see aux cable bundled box itself.• you get rich bass bluetooth average bass using wired connection.• the ear cup padded good quality foam faux leather, pain continuous use (used 2-2.5 hour still comfortable).• not bass heavy tweak setting get good bass.• good fit design.• good battery backup, got 7 hrs+ single charge. full charge take 2-3 hours, orange led go fully charged.• build quality good considering price product.• call quality average (the speaker loud). the headphone also tell caller’s number incoming call.• the latency also acceptable price point.cons:• on bluetooth, volume kept low music low pitch, sometimes left-right speaker turn on off automatically. (it eliminated keeping volume bar 50%, also problem connected using aux cable). i saw problem boat rockerz 450 well.• when kept 100% volume sound tends get distorted. (its thd-total harmonic distortion ≤5%, whereas good headphone ≤1%)• the aux cable seems thin careful handling it.• the earcups sweat resistant take care it.",0.24340659340659346,0.5518315018315019,0.24340659340659346,Positive,2
1.0,"what stupid waste moneyi can't believe experience i've headphones, arrived, i unable activate warranty even following step mentioned package. just 20 day one side stopped working would suddenly start stop working time time. i tried calling service station one would pick provide assistance, month half, one side completely stopped working headphone waste, i wrote mail well help issue got response. don't buy product durable basically after-sales support.",-0.22083333333333333,0.3333333333333333,-0.22083333333333333,Negative,0
1.0,"not worth itwas working fine 1st week. started hear crackling disturbance time, around 2 week buying it. sadly, return window closed then. now stuck useless e-waste. fitting tight uncomfortable. of bluetooth headset i used, uncomfortable pathetic product. go something else even give free. a long working fine, sound quality good proper noise cancelation.",-0.040327380952380934,0.5303571428571429,-0.040327380952380934,Negative,0
1.0,"technical issueit's 2 month since i'm using product..my review absolutely genuine i'm facing issue regarding product. at first 2 week cushion (on ear) headphone got removed somehow could poor built quality . then time sound left side headphone also coming. initially, i though could issue mobile i restarted phone work out. then i connected headphone via bluetooth mobile worked well.. i suppose headphone issue.. it might hardware problem.. really disappointed!!",-0.04375,0.33541666666666664,-0.04375,Negative,0
4.0,"average headphone good mic qualityhey purchased headphone mostly microphone online classes. a microphone top priority i tested microphone quite lot bot pc phone music late night study :)pros----very nice microphone , person able hear properly even far device. one thing note pc use ag handsfree calling mode stereo else able listen anything ppl saying. also ag mono channel degrades sound quality u get headphones.but headphone issue bluetooth mess one bother fix.----battery lifebattery life quite good tbh easily last 3 4 day u mostly online class little music listening night :)----connectivityconnectivity pretty solid wall yeah bit struggle considering congested airspace radiowaves blasting connection pretty solid.cons:-----buildbuild cheap hollow , expect cheap feel like toy sturdy , handle care-----sound qualitysound quality average tbh , 50% volume good , u go around 20% 25% headphone start skip beat lower amplitude , dont know unit every time. and wonder listen 20% coz night 20% feel like 60% day coz perceive volume relative volumes/loudness.-----comfortwell bit comfy person soo much comfortable , mean 1hr done take break 5 min , good thing u think ear still",0.25750000000000006,0.5609722222222222,0.25750000000000006,Positive,2
5.0,"a decent product reasonable price!first all, hat boat. they improving product range every way can. i saw review people moaning noise cancelation, poor bass poor quality etc.. please bullshit. this good product. look price! it apt product exercise like heavy lifting. if want best bass, go boss. if want best anc, go senheisser. this economical product. boat introduce flagship anc headset soon i'm waiting it. boat team.",0.23680555555555552,0.5888888888888889,0.23680555555555552,Positive,2
2.0,it cheap version high price.the product come good package details. but feature hard use. like pressing button start cancel call tough.sound quality poor. and comfortable ears. it like something heavy sitting ears.bluetooth auto pairing failed u receive incoming call.you really struggle connect.i tried iphone redme device.don't waste money this. not worth 999 inr,0.010757575757575756,0.44378787878787873,0.010757575757575756,Positive,2
3.0,balanced sound longtime ache ear cause cufs kinda hardsuggestions- 1. i got 2021 great indian festival 899 buy 1.2k ain't worth it. 2. try boat rockerz 450 sale priced 899 normally around 1.5k 3. don't spend 1k headphone much budget student 4. after buying product goto company's official website & register purchase invoice warranty claim.like- 1. good sound quality & sound balance high base high pitch balanced 2. noise cancellation good 3. bluetooth connectivity good (v 5.0) 4. come aux cable box 5. battery backup good too(1-2 day 100%-30% normal usage)dislike- 1. cufs kinda hard type though contribute good noise cancellation ear ache thumb long time usage; solution- make habit it 2. right ear cuff come loose unattached. it's like broken something come box like,0.25176783533926395,0.5131719867434154,0.25176783533926395,Positive,2
3.0,good product price rangethe medium could loaded. first sound quality comfortable price range really enjoy music. it premium quality sound good.2. connects easily turn on.3. after use one half hour becomes uncomfortable. my ear start paining.4. after using week still amazing battery charged .,0.2916666666666667,0.5933333333333335,0.2916666666666667,Positive,2
1.0,"cheap plastic, average product. broken within one month. worst products.this product manufacturing defect inside plastic band material,from broken out, could visible product receiving time period. please something automatic damaging, i wanted number time connect customer care service call receiving customer service. please satisfactory advice repair exchange purpose product guarantee period. i received order 27 sept 2021didn't last month... it broke .. see. a one moth amazon take back. whome blame amazon boat company!!if still want purchase..... then go jbl sony products. atleast they'll last much longer pathetic product. you may spend 500-1000 extra money, worth it.plz buy product.. using half hour ear start paining. instead ad work quality products.it broke usage one month.totally wastage money.",-0.1705128205128205,0.35384615384615387,-0.1705128205128205,Negative,0
1.0,"bad mic , mic is not workingbought on 29 may 2020. received from amazon on 1 june 2020. mic stopped working on 15 june 2020.customer care number are not working. do not buy this product. call me for a feedback sumeet 98101-98127",-0.6999999999999998,0.6666666666666666,-0.6999999999999998,Negative,0
3.0,only bass goodbass n sound quality good. but making call end can't hear properly. another issue ear start pain time. also built quality n material quality low look like big brand product real. low quality plastic.,0.11875,0.43125,0.11875,Positive,2
4.0,"above average...this headphone good non-bass lovers. like, listen deep bass music, headphone good. infact great..rate:-sound quality- 9.5/10bass- 7.5/10build quality:- 8/10sound clearity:- 9/10mic:- 4/10total:- 38/50if buying study like me, good option......",0.325,0.46666666666666673,0.325,Positive,2
5.0,"cristal clear sound, stylish perfect moment lifethis product super good sound quality, dual mode size headphone also increased. if student best online classes, listning music, making call ofcourse gaming. you spend hour wearing it!! so tag along product real. it also come aux wire use normal wire. wear rock!!",0.4867708333333334,0.57,0.4867708333333334,Positive,2
5.0,"great product excellent service amazonamazon done amazing getting product early delivered, even period covid-19 lockdown 4.0. really appriciable. boat reputed brand fabulious sound. rockerz 370 (green) look attractive good sound great quality. go tight budget.",0.4517857142857143,0.5738095238095238,0.4517857142857143,Positive,2
5.0,"exellent, must buy lot good qualitythis brilliant product fiting little uncomfortable large average size ears. but find perfect place waer ear good chice. the bass sooooo good volume high. the bluetooth connectivity lot quick anyother product. overall quality product lot higher product",0.2835799319727891,0.583469387755102,0.2835799319727891,Positive,2
5.0,"excellent head phone great value moneythis particular ser first choice even though i wanted set boat. but i settled set available. having done however, regrets. this great design, great ergonomics all, absolutely rich distortion free sound. very happy would happily recxomend everyday use!",0.4886904761904762,0.6476190476190478,0.4886904761904762,Positive,2
2.0,good sound quality poor quality plasticpros-sound quality felt actually good price.battery life absolutely great.look really greatcons-low quality cheap filmsy plastic easily broke within first three months.felt bit short head caused pain around ear wearing longi would highly advise buying one,0.2766666666666666,0.546060606060606,0.2766666666666666,Positive,2
5.0,"single subhamits cool, stylish, high quality hd bass...just superb",0.38771428571428573,0.6808571428571428,0.38771428571428573,Positive,2
4.0,good betterits fragile.. wire come try extend headphones. bass upto mark.. it either much less.. the ear cup dont fit ear properly.. it designed way fit every ear.. coushion ear cup bit hard.. volume good..connectivity also good.. but le money fit perfectly.. you cant expect .. all value money per price.,0.271969696969697,0.4643939393939394,0.271969696969697,Positive,2
3.0,trouble bluetooth connectivityit seems problem bluetooth connection playing audio. sometimes i hear one side ear silent. the problem often remains second good . microphone problem i'm using apps like google meet zoom. people side trouble hearing speak. sound okay. not loud i like. i tweaked equaliser spotify bass good. overall okay now. let's see happens long run.,0.16538461538461538,0.3692307692307693,0.16538461538461538,Positive,2
3.0,mic disappointing.the quality good. but i dissatisfied mic. you can't take regular call peace person side unable listen properly. so there's way disconnecting switching earpiece.also using hour continuosly ear get kind sore.but overall good product ignore mic.,0.21428571428571427,0.39670329670329674,0.21428571428571427,Positive,2
1.0,"non returnable product. it's comfortable.sound quality good product comfortable useful user. when i try return non returnable. so, becomes useless product me. so, i recommend anyone buy product amazon. better go near shop purchase comfortable headset use atleast hour without putting stress ear. our hearing power one greatest gift god use headphone judiciously.",0.36250000000000004,0.5375,0.36250000000000004,Positive,2
1.0,not recommendedi bought week ago.1st thing cannot use 1 hour cause ear pain. and also sound quality good music videos. headphone work calls. totally useless calls. i given replacement option only. i'm really happy replacement i want product. my main purpose ordering call meeting i'm totally disappointed.,0.1166666666666667,0.6119047619047618,0.1166666666666667,Positive,2
4.0,"good productlistening music walking trouble, sound breaks. mic need closer mouth speaking call otherwise person end complains voice breaking.you sitting headphone connected phone/pc ( stationary), give flawless performance.not long use, ear get heated, irritable, sweaty.",0.37,0.52,0.37,Positive,2
3.0,"buy budget super tight !decent product1. build quality - nice feel cheap sometimes i thought i broke it...cushion poor quality,2. comfort - comfortable,feels like someone press head tightly.3. music quality - high mids descent base soft.overall sound good.after 4 day use left driver gone. so i've returned product buy risk!!!",0.06367857142857145,0.5859047619047619,0.06367857142857145,Positive,2
2.0,"bad good.first thing first. while opening pack earcup one side position. .i.e seperated headphone ( please refer image). i really sad, i bought diwali. i using boat gadget past 2 years, never experienced things. however, somehow managed attach earcup headphone. apart that, headphone good. felt ear pain using half hour, i hope i get used it. sound quality good, built quality ok price(₹ 899).update: built quality good. i think spending little money buying brand model brand better option.",0.11891025641025642,0.5397435897435897,0.11891025641025642,Positive,2
4.0,"best headphone price rangethis headphone best one price range. after searching alot wireless headphones, i finally came i'm disappointed. the bass fantastic sound quality good. but sound full volume loud. so u habit listening music loud volumes, u. it's like sound low, loud compared headphone i still enjoy listening music it. the design attractive red colour look beautiful. it's comfortable u may need remove second adjust cuz ear start hurting using like 1-1.5 hours. and importantly, 1 year warranty. but there's one thing i hated usb cable provided even fit it. didn't test putting in? i use phone cable charge it. other that, goodmy final verdict- 9/10",0.24134615384615385,0.5990384615384616,0.24134615384615385,Positive,2
4.0,full review plz read buying headset.hi i going give clear review headset.first sound quality supper.bass also good come according song requirment.noice cancellation ok.battery backup powerful.it's sound processing awesome.i noticed sound left speaker come loud basse whereas right vocal therefore sound generated feel like surrounding sound.but irritating something due effect sound come properly.but biggest backpoint confort can't continues 1 hr after time ear start paining.overall perfect product value money. please tell sound left speaker right speaker headphone problem.,0.2762605042016807,0.4693977591036415,0.2762605042016807,Positive,2
4.0,everything good but...the sound quality great bass okay suggest buy gamer use headphone day long-the headphone's cushion soft using 1 hour irritate youi dont know thing get headache wear these.. see review complaining headache dont buy it..,0.39166666666666666,0.5166666666666667,0.39166666666666666,Positive,2
4.0,a reasonable choice price.writing review using 1 week*the rating i giving according preference keep mind price also.sound quality- 3.5/5 - the sound could bright bass good. vocal separation okayish.comfort- 3/5- the earcups soft start hurt long use.build- 3.5/5 - the build plastic matte finish. it fragile break easily unless really try.battery-4.5/5- the battery life quite impressive. my daily use 5-6 hour easily lasted around 6-7 day single charge also get aux cable run battery.i also boat rockerz 450 sound quality slightly better way comfortable wear headphone long time continuously go also cost build quality quite good too.,0.3076441102756893,0.5226817042606516,0.3076441102756893,Positive,2
2.0,"battery champ 1kbought 999/-its good thing battery life. charging time around 1 hour give 3 day battery life.bass fine, tweak setting equalizer phone apps fine. ( rockerz 400 way bass le battery life 8hrs)sound quality good price, cant complain.the teal blue colour fav, look attractive also fit well. ( get slight discomfort pain long usage around 4 hr more, time get used it.)so yes i love look battery life :)edit: plastic broke headphone 2 part useless 3 month",0.29047619047619044,0.5047619047619049,0.29047619047619044,Positive,2
1.0,"very bad build qualityproduct build quality bad.in 2 month i seen crack product .which lead break downthis product manufacturing defect inside plastic band material,from broken out, could visible product receiving time period. please something automatic damaging, i wanted number time connect customer care service call receiving customer service. please satisfactory advice repair exchange purpose product guarantee period. i received order 27 october 2020",-0.6549999999999999,0.6333333333333333,-0.6549999999999999,Negative,0
2.0,"worst product, waste ur moneyearcups/cushion quality bad. after using 10-15 min starting burning ear. i replaced recieving second one still problem same. nothing changed replacement. i telling buy product, harmful ears, also startes paining ear nearby ear area. overall worst product. very clear, make unwanted pain 10-15 minute using. if use 10-15 minute must buy kind product point view....",-0.217,0.429,-0.217,Negative,0
2.0,"detective piece receiveddetective piece received.looking review price tag i ordered one kid. the item received time communicated proper packing.however, the device seems unusable. none phone (iphone12, oneplus 8t, macbook) able search device bluetooth connectivity. however connected 3.5mm jack sounded good.have filed replacement hoping replacement work fine.",0.3055555555555556,0.4083333333333334,0.3055555555555556,Positive,2
5.0,"for music loversaudio quality great, music, bass treble everything good. could little painful ear planning listen music continuous period 2hrs & adjust headphone according head size. music wise great bluetooth well aux mode, mic decent, battery backup also fine. overall rocker!",0.25458333333333333,0.6066666666666667,0.25458333333333333,Positive,2
5.0,"amazingthe boat rockerz 370 fantastic headset one i would definitely recommend spend money on. ha hd sound quality immersive audio recommended you’re gamer. simple, slick design well, lightweight, many more. i bought ‘raging red’ colour scheme combination red black i love. overall, pair headphone definitely worth it!",0.1737179487179487,0.35888278388278383,0.1737179487179487,Positive,2
4.0,brilliant product !!!amazing product !! specially build quality... design & control well ! some special area mentioned.. i.e. bass good vocal clear... bluetooth connectivity also strong !! noise cancellation upto mark ok & aux cable quality weak think new aux cable need purchase need dual connectivity otherwise bluetooth stong work! one thing specially mention bass quality romours bass eliminated ! but totally wrong bass exist strong help hear vocal clearly also ear damaged ! one last earcups comfy & also headphone adjust well head... overall weight also good !with low medium budget valuable product !!,0.234844795356159,0.5406286894923258,0.234844795356159,Positive,2
2.0,very difficult switch put headphone off.very difficult switch put headphone off. it ok get connected mobile device headphone bey difficult switch headphone without first switching mobile device. it nightmare experience use reason.......,-0.18,0.7666666666666667,-0.18,Negative,0
5.0,"it's goodwas getting ripped searched headset amazon got 899rs pretty good including dual mode, ever battery run switch wiredsound quality fine compared jbl tune500bt around 3000 r bought one 899rs worth money :)",0.4333333333333334,0.64,0.4333333333333334,Positive,2
3.0,"sound quality fine. but keep disconnecting phone. .specially playing song device headphone connected via bt, keep connecting disconnecting every 5 min, playing audio msg ""you disconnected "" "" connected rocker 350"". it's annoying also make samsung m31 lag",0.005555555555555536,0.6,0.005555555555555536,Positive,2
1.0,"worst,worst,worst,not worth giving one starit made low quality plastic broke within two month delivery.worst product worth buying. sound quality bad noise cancellation bluetooth connection often fail sometimes help handsfree calling.",-0.033333333333333305,0.3111111111111111,-0.033333333333333305,Negative,0
5.0,"best budgetfirst best thing 1k . first sound good , minor distortion full volume normal person regret , although one use full volume . the bass awesome , vocal clear noice cancellation upper volume . i issue earcups soft long term use bcoz headphone apply pressure cup also manage . you cannot use long-term use . the build plastic extenders also plastic weak cannot handle pressure , patiently . although good buy want !!!!",0.33970588235294114,0.45539215686274515,0.33970588235294114,Positive,2
2.0,not satisfied mike quality.i used head audio quality fine mike quality good. when i attend zoom team meeting others complaint voice quality however internet connection good. i totally satisfied product. we return item.,0.29444444444444445,0.65,0.29444444444444445,Positive,2
1.0,"this probably worst headphone i got.sound great. my ear become red 5 mins. it doest fit well ears. the phone conversation pathetic speak loud , person can't hear properly. more bass good feel listening. it hurt ear i want return right way . i also i got product boat icon one ear blurry. see photosgenuine review .",0.06357142857142857,0.6085714285714287,0.06357142857142857,Positive,2
5.0,best pick farit’s best pick headphone perfect adult listen music watch movie perfect child his/her online classes. very happy product. it nullifies outside noise n fit ear well. the best feature it’s adjustable head band fit perfectly well head n child’s head too…,0.7181818181818183,0.55,0.7181818181818183,Positive,2
1.0,mic goodthe microphone headset terrible. my voice keep breaking btween. people side continuously complaining sound quality headfon. if buying purpose taking call don’t go it. the audio quality battery good. the aux cable useless need charge headset switch headphone aux cable mode also. we cannot charge using it.,-0.1,0.55,-0.1,Negative,0
5.0,"excellent value moneywriting review using headphone couple week now. it excellent piece hardware, comfortable use, easy operate world class sound output. battery long lasting too. it one must product music lover.",0.45476190476190476,0.6333333333333334,0.45476190476190476,Positive,2
1.0,very much delicate!its one month since i using online class. but one day strap got broken. and use use constant like please buy it. overall that's experience ultra delicate headphone. didn't except boat.,-0.088,0.3786666666666667,-0.088,Negative,0
